step,loss,validation_loss,edit_distance
61,10.642946243286133,,
62,8.72145938873291,,
62,11.592529296875,,
62,9.759378433227539,,
62,11.413644790649414,,
63,10.740528106689453,,
63,10.182682991027832,,
63,11.089942932128906,,
63,9.802966117858887,,
64,12.049083709716797,,
64,11.965197563171387,,
64,10.858380317687988,,
64,11.791921615600586,,
65,11.184066772460938,,
65,10.718160629272461,,
65,10.491140365600586,,
65,10.902170181274414,,
66,10.350642204284668,,
66,10.923629760742188,,
66,11.857048988342285,,
66,11.199893951416016,,
67,11.58509349822998,,
67,9.74454116821289,,
67,11.581124305725098,,
67,11.869014739990234,,
68,11.63188648223877,,
68,11.762109756469727,,
68,10.833985328674316,,
68,10.313973426818848,,
69,11.75519847869873,,
69,10.856873512268066,,
69,10.404223442077637,,
69,11.835447311401367,,
70,11.039952278137207,,
70,11.725617408752441,,
70,10.420173645019531,,
70,9.458199501037598,,
71,11.452428817749023,,
71,10.439739227294922,,
71,11.356202125549316,,
71,9.983870506286621,,
72,11.210780143737793,,
72,10.695429801940918,,
72,10.699695587158203,,
72,10.850503921508789,,
73,11.886820793151855,,
73,10.526647567749023,,
73,12.397137641906738,,
73,11.29480266571045,,
74,10.82772159576416,,
74,10.88192081451416,,
74,9.565263748168945,,
74,10.961274147033691,,
75,9.839997291564941,,
75,10.235579490661621,,
75,11.26894760131836,,
75,10.985471725463867,,
76,10.185908317565918,,
76,10.085189819335938,,
76,10.48608112335205,,
76,10.239653587341309,,
77,11.194825172424316,,
77,10.159221649169922,,
77,11.283980369567871,,
77,12.645349502563477,,
78,11.634109497070312,,
78,10.504040718078613,,
78,10.60427188873291,,
78,11.635313987731934,,
79,11.303040504455566,,
79,10.738701820373535,,
79,10.09838581085205,,
79,9.70458984375,,
80,9.582557678222656,,
80,10.475837707519531,,
80,10.966791152954102,,
80,10.300241470336914,,
81,10.353071212768555,,
81,11.473361015319824,,
81,10.830511093139648,,
81,10.595880508422852,,
82,9.594742774963379,,
82,10.31296157836914,,
82,10.92054557800293,,
82,10.93756103515625,,
83,10.52834701538086,,
83,9.683411598205566,,
83,9.903711318969727,,
83,10.496368408203125,,
84,11.204797744750977,,
84,7.393754482269287,,
84,9.709633827209473,,
84,11.328201293945312,,
85,11.319134712219238,,
85,10.321600914001465,,
85,11.061965942382812,,
85,9.957310676574707,,
86,9.880838394165039,,
86,8.918707847595215,,
86,9.669108390808105,,
86,9.516657829284668,,
87,10.497905731201172,,
87,11.75698184967041,,
87,10.27381420135498,,
87,10.53793716430664,,
88,11.131356239318848,,
88,12.285762786865234,,
88,11.124116897583008,,
88,12.185298919677734,,
89,9.890848159790039,,
89,10.531044006347656,,
89,9.739298820495605,,
89,10.185935974121094,,
90,9.449613571166992,,
90,11.104244232177734,,
90,10.562222480773926,,
90,10.90040111541748,,
91,10.769280433654785,,
91,10.22658634185791,,
91,9.57917308807373,,
91,9.822546005249023,,
92,9.603214263916016,,
92,9.953251838684082,,
92,9.375325202941895,,
92,9.907011985778809,,
93,10.270952224731445,,
93,11.236857414245605,,
93,10.106629371643066,,
93,9.746499061584473,,
94,10.417128562927246,,
94,10.297765731811523,,
94,9.915481567382812,,
94,9.470667839050293,,
95,10.314231872558594,,
95,9.974517822265625,,
95,9.67203426361084,,
95,11.515416145324707,,
96,9.448742866516113,,
96,10.085500717163086,,
96,11.596046447753906,,
96,10.820879936218262,,
97,10.443541526794434,,
97,9.075350761413574,,
97,10.278457641601562,,
97,10.243191719055176,,
98,10.726085662841797,,
98,10.233468055725098,,
98,9.742236137390137,,
98,10.326555252075195,,
99,11.190414428710938,,
99,10.33501148223877,,
99,8.785715103149414,,
99,10.195212364196777,,
100,10.796097755432129,,
100,10.83965015411377,,
100,9.757031440734863,,
100,10.1608247756958,,
101,9.917245864868164,,
101,10.344779968261719,,
101,10.392374038696289,,
101,9.845476150512695,,
102,10.406179428100586,,
102,10.18266487121582,,
102,8.779613494873047,,
102,11.645628929138184,,
103,10.844367980957031,,
103,9.893485069274902,,
103,10.805754661560059,,
103,10.370904922485352,,
104,11.060916900634766,,
104,10.41139030456543,,
104,10.050007820129395,,
104,10.673446655273438,,
105,10.551342964172363,,
105,9.889493942260742,,
105,9.848358154296875,,
105,11.563408851623535,,
106,9.110088348388672,,
106,12.661111831665039,,
106,10.128026008605957,,
106,9.827524185180664,,
107,9.245915412902832,,
107,10.257020950317383,,
107,10.378325462341309,,
107,11.162667274475098,,
108,11.14871597290039,,
108,10.909415245056152,,
108,9.550068855285645,,
108,9.840275764465332,,
109,9.68712043762207,,
109,8.751035690307617,,
109,12.304579734802246,,
109,8.750986099243164,,
110,11.330131530761719,,
110,10.615650177001953,,
110,10.35244083404541,,
110,8.843989372253418,,
111,11.741720199584961,,
111,9.605005264282227,,
111,9.778870582580566,,
111,9.72432804107666,,
112,10.186572074890137,,
112,9.618233680725098,,
112,8.470797538757324,,
112,9.086140632629395,,
113,9.207502365112305,,
113,10.043450355529785,,
113,10.443761825561523,,
113,9.525630950927734,,
114,10.899792671203613,,
114,8.044934272766113,,
114,9.52363109588623,,
114,9.17103385925293,,
115,8.660012245178223,,
115,10.435883522033691,,
115,7.719493389129639,,
115,9.390567779541016,,
116,9.051786422729492,,
116,9.042112350463867,,
116,9.46969223022461,,
116,9.041019439697266,,
117,11.115547180175781,,
117,9.906218528747559,,
117,8.649868965148926,,
117,9.70964527130127,,
118,10.829442024230957,,
118,9.593724250793457,,
118,9.14590072631836,,
118,9.837428092956543,,
119,9.612253189086914,,
119,9.6971435546875,,
119,8.635377883911133,,
119,7.552062511444092,,
120,10.58864974975586,,
120,9.418697357177734,,
120,9.546399116516113,,
120,8.915878295898438,,
121,8.995481491088867,,
121,8.160309791564941,,
121,9.90366268157959,,
121,9.281403541564941,,
122,11.280001640319824,,
122,9.072798728942871,,
122,10.459675788879395,,
122,8.727852821350098,,
123,9.197907447814941,,
123,8.835040092468262,,
123,10.176584243774414,,
123,9.24242877960205,,
124,10.664527893066406,,
124,8.665082931518555,,
124,8.507258415222168,,
124,9.584202766418457,,
125,9.037353515625,,
125,9.454066276550293,,
125,10.159423828125,,
125,9.21390151977539,,
126,9.491936683654785,,
126,9.616663932800293,,
126,8.70805835723877,,
126,9.386492729187012,,
127,10.48075008392334,,
127,9.938689231872559,,
127,10.175346374511719,,
127,8.423349380493164,,
128,9.48159122467041,,
128,7.61280632019043,,
128,8.488150596618652,,
128,10.606308937072754,,
129,11.366610527038574,,
129,10.488696098327637,,
129,10.454989433288574,,
129,10.015572547912598,,
130,10.864603996276855,,
130,8.962930679321289,,
130,7.788061141967773,,
130,8.510079383850098,,
131,10.827922821044922,,
131,8.105522155761719,,
131,8.802918434143066,,
131,8.506734848022461,,
132,9.439779281616211,,
132,10.202375411987305,,
132,10.390986442565918,,
132,8.404962539672852,,
133,8.43024730682373,,
133,9.204636573791504,,
133,8.934965133666992,,
133,8.484088897705078,,
134,9.359492301940918,,
134,9.044412612915039,,
134,8.261543273925781,,
134,9.593591690063477,,
135,8.40614128112793,,
135,9.539956092834473,,
135,10.689047813415527,,
135,8.365888595581055,,
136,10.734968185424805,,
136,10.894171714782715,,
136,10.989523887634277,,
136,12.548569679260254,,
137,11.262721061706543,,
137,8.47661018371582,,
137,8.928403854370117,,
137,8.820746421813965,,
138,9.60252571105957,,
138,10.544787406921387,,
138,9.634688377380371,,
138,9.086402893066406,,
139,8.45914363861084,,
139,10.437694549560547,,
139,9.014394760131836,,
139,9.87140941619873,,
140,9.765446662902832,,
140,8.902105331420898,,
140,10.004595756530762,,
140,8.866963386535645,,
141,8.513007164001465,,
141,8.209604263305664,,
141,8.787590980529785,,
141,8.138335227966309,,
142,11.303147315979004,,
142,10.180561065673828,,
142,11.092286109924316,,
142,9.12265682220459,,
143,10.98560619354248,,
143,10.097260475158691,,
143,9.468305587768555,,
143,9.26923942565918,,
144,10.10513973236084,,
144,9.46725845336914,,
144,8.28073787689209,,
144,9.81674575805664,,
145,8.418136596679688,,
145,9.403175354003906,,
145,9.737741470336914,,
145,10.79154109954834,,
146,10.605530738830566,,
146,8.500280380249023,,
146,9.971290588378906,,
146,6.974728584289551,,
147,7.234631538391113,,
147,9.005009651184082,,
147,11.051066398620605,,
147,9.057376861572266,,
148,9.028298377990723,,
148,8.854437828063965,,
148,8.330018043518066,,
148,9.246182441711426,,
149,9.472769737243652,,
149,8.652685165405273,,
149,7.7567362785339355,,
149,7.340108394622803,,
150,9.236560821533203,,
150,8.236093521118164,,
150,9.96357536315918,,
150,10.108699798583984,,
151,10.60291862487793,,
151,7.876381874084473,,
151,11.455594062805176,,
151,8.68940258026123,,
152,9.844407081604004,,
152,8.569192886352539,,
152,9.541254043579102,,
152,8.54201889038086,,
153,7.907052040100098,,
153,8.359652519226074,,
153,9.203388214111328,,
153,7.882953643798828,,
154,7.788740158081055,,
154,7.797206878662109,,
154,7.569246292114258,,
154,8.04505443572998,,
155,6.579282760620117,,
155,9.49237060546875,,
155,9.938749313354492,,
155,9.85573673248291,,
156,8.249554634094238,,
156,8.957418441772461,,
156,10.994478225708008,,
156,8.952205657958984,,
157,9.603087425231934,,
157,8.277402877807617,,
157,7.931211948394775,,
157,9.016068458557129,,
158,8.305059432983398,,
158,9.526604652404785,,
158,7.881757736206055,,
158,8.225363731384277,,
159,8.898797035217285,,
159,9.045828819274902,,
159,7.487475395202637,,
159,8.703235626220703,,
160,7.727306842803955,,
160,8.448722839355469,,
160,8.511323928833008,,
160,8.075520515441895,,
161,9.23230266571045,,
161,6.581892013549805,,
161,9.208121299743652,,
161,10.935344696044922,,
162,8.417616844177246,,
162,7.391374588012695,,
162,8.770933151245117,,
162,7.9811015129089355,,
163,8.836182594299316,,
163,7.58442497253418,,
163,8.33128833770752,,
163,8.288244247436523,,
164,6.560028076171875,,
164,9.900633811950684,,
164,7.585281848907471,,
164,9.044978141784668,,
165,9.111992835998535,,
165,7.688191890716553,,
165,8.21985912322998,,
165,9.778213500976562,,
166,8.337706565856934,,
166,7.1682658195495605,,
166,8.116212844848633,,
166,7.697797775268555,,
167,8.137521743774414,,
167,10.353840827941895,,
167,8.783032417297363,,
167,7.862907886505127,,
168,8.559049606323242,,
168,7.758097171783447,,
168,7.597409725189209,,
168,8.775665283203125,,
169,6.950002193450928,,
169,8.414216041564941,,
169,7.859963893890381,,
169,7.00773286819458,,
170,9.728536605834961,,
170,9.120586395263672,,
170,7.6113200187683105,,
170,8.41486930847168,,
171,7.0803117752075195,,
171,7.862700939178467,,
171,9.236577033996582,,
171,8.19127082824707,,
172,9.581028938293457,,
172,7.19314432144165,,
172,10.805377006530762,,
172,8.273855209350586,,
173,7.913811683654785,,
173,7.450371742248535,,
173,7.008444309234619,,
173,10.21084213256836,,
174,10.893872261047363,,
174,8.003689765930176,,
174,7.051157474517822,,
174,7.869574069976807,,
175,9.118070602416992,,
175,9.469623565673828,,
175,7.830998420715332,,
175,10.536806106567383,,
176,6.843760013580322,,
176,10.189020156860352,,
176,7.547748565673828,,
176,7.1512932777404785,,
177,8.646245956420898,,
177,8.224023818969727,,
177,7.749364376068115,,
177,7.778848648071289,,
178,7.264505386352539,,
178,8.605795860290527,,
178,8.1693115234375,,
178,5.984988689422607,,
179,9.621286392211914,,
179,7.76686429977417,,
179,7.744884490966797,,
179,6.296330451965332,,
180,9.514019012451172,,
180,8.345006942749023,,
180,8.521650314331055,,
180,8.121461868286133,,
181,8.785516738891602,,
181,8.357213973999023,,
181,7.595506191253662,,
181,7.979938507080078,,
182,8.17772388458252,,
182,7.803945064544678,,
182,7.836510181427002,,
182,7.580787181854248,,
183,8.687460899353027,,
183,9.365253448486328,,
183,8.257883071899414,,
183,8.458683967590332,,
184,8.5352783203125,,
184,7.611104488372803,,
184,7.203237533569336,,
184,6.7473368644714355,,
185,6.990008354187012,,
185,8.129850387573242,,
185,10.379237174987793,,
185,7.589723110198975,,
186,6.9389967918396,,
186,7.801791667938232,,
186,7.885097026824951,,
186,8.2534761428833,,
187,7.674570083618164,,
187,7.513365745544434,,
187,8.171031951904297,,
187,7.964811325073242,,
188,7.705174922943115,,
188,10.950139045715332,,
188,7.299368381500244,,
188,8.093584060668945,,
189,7.749751091003418,,
189,9.152257919311523,,
189,7.988063335418701,,
189,8.203235626220703,,
190,9.166267395019531,,
190,9.746821403503418,,
190,8.60512638092041,,
190,7.468245983123779,,
191,5.966243743896484,,
191,7.708202362060547,,
191,7.82741117477417,,
191,8.956892013549805,,
192,7.782258033752441,,
192,8.890325546264648,,
192,8.126988410949707,,
192,8.557332992553711,,
193,7.801567077636719,,
193,7.0983195304870605,,
193,6.98823881149292,,
193,7.646381378173828,,
194,8.583016395568848,,
194,7.106361389160156,,
194,10.156867027282715,,
194,9.00877571105957,,
195,10.075987815856934,,
195,8.043498039245605,,
195,9.214451789855957,,
195,7.663623809814453,,
196,9.407690048217773,,
196,8.269725799560547,,
196,7.711626052856445,,
196,8.057801246643066,,
197,8.168966293334961,,
197,7.482662677764893,,
197,6.946967601776123,,
197,6.615460395812988,,
198,8.599679946899414,,
198,9.954021453857422,,
198,8.465805053710938,,
198,8.968674659729004,,
199,7.429464817047119,,
199,7.164493083953857,,
199,8.246492385864258,,
199,7.508448600769043,,
200,7.57496976852417,,
200,6.274172306060791,,
200,9.466320991516113,,
200,8.035968780517578,,
201,8.813994407653809,,
201,8.407773971557617,,
201,7.734930515289307,,
201,8.435994148254395,,
202,7.304448127746582,,
202,6.788110256195068,,
202,8.054556846618652,,
202,9.314867973327637,,
203,7.916190147399902,,
203,7.702062129974365,,
203,8.039592742919922,,
203,8.004762649536133,,
204,6.914457321166992,,
204,7.612480163574219,,
204,7.614419460296631,,
204,10.507898330688477,,
205,6.695013046264648,,
205,7.45335578918457,,
205,6.866141319274902,,
205,7.992447853088379,,
206,9.834722518920898,,
206,7.602075576782227,,
206,9.403278350830078,,
206,6.891341686248779,,
207,8.559938430786133,,
207,8.088373184204102,,
207,7.494075298309326,,
207,9.819820404052734,,
208,7.9070353507995605,,
208,6.3718366622924805,,
208,6.201076984405518,,
208,7.404445171356201,,
209,7.6564788818359375,,
209,7.4554266929626465,,
209,6.4095845222473145,,
209,7.473998069763184,,
210,8.056151390075684,,
210,8.090816497802734,,
210,7.647480487823486,,
210,7.524078369140625,,
211,8.219490051269531,,
211,8.31969928741455,,
211,8.327946662902832,,
211,8.840566635131836,,
212,8.362259864807129,,
212,7.649301528930664,,
212,10.020439147949219,,
212,8.305441856384277,,
213,7.7073235511779785,,
213,7.214221477508545,,
213,7.486050128936768,,
213,7.076732635498047,,
214,9.042945861816406,,
214,7.548956394195557,,
214,8.57995319366455,,
214,8.078333854675293,,
215,7.550449848175049,,
215,7.368755340576172,,
215,7.06117057800293,,
215,8.168144226074219,,
216,9.103713989257812,,
216,7.1959052085876465,,
216,8.595706939697266,,
216,7.29003381729126,,
217,7.3325090408325195,,
217,7.121860504150391,,
217,7.53696346282959,,
217,7.423336029052734,,
218,7.6130266189575195,,
218,8.219414710998535,,
218,7.861903190612793,,
218,9.25545597076416,,
219,6.992485046386719,,
219,8.51108169555664,,
219,5.963980674743652,,
219,9.94780445098877,,
220,7.598039627075195,,
220,7.121089458465576,,
220,7.92211389541626,,
220,7.32659387588501,,
221,8.116934776306152,,
221,7.704912185668945,,
221,7.314041614532471,,
221,8.019981384277344,,
222,6.843140602111816,,
222,7.781343460083008,,
222,8.618290901184082,,
222,8.900465965270996,,
223,6.649171829223633,,
223,7.489465713500977,,
223,6.408810615539551,,
223,7.992151260375977,,
224,6.642480373382568,,
224,7.14296817779541,,
224,8.155141830444336,,
224,8.42358684539795,,
225,8.13940715789795,,
225,8.071910858154297,,
225,7.327986240386963,,
225,8.312353134155273,,
226,5.578514099121094,,
226,8.06523323059082,,
226,6.914482593536377,,
226,7.050939559936523,,
227,6.6335906982421875,,
227,7.402261734008789,,
227,7.95119571685791,,
227,7.8241424560546875,,
228,6.7849931716918945,,
228,8.142022132873535,,
228,7.388637542724609,,
228,9.396647453308105,,
229,7.573545455932617,,
229,7.5279436111450195,,
229,7.833223342895508,,
229,8.328109741210938,,
230,7.09827995300293,,
230,7.803854942321777,,
230,7.371340274810791,,
230,11.027547836303711,,
231,9.000724792480469,,
231,4.459819316864014,,
231,7.036963939666748,,
231,7.61589241027832,,
232,7.051156520843506,,
232,7.174001693725586,,
232,8.288124084472656,,
232,6.945271968841553,,
233,7.9054436683654785,,
233,6.8399810791015625,,
233,7.141193866729736,,
233,8.785578727722168,,
234,6.85911226272583,,
234,6.5124406814575195,,
234,7.296494960784912,,
234,8.319581985473633,,
235,7.4031548500061035,,
235,7.990500450134277,,
235,9.340215682983398,,
235,8.734984397888184,,
236,6.883556842803955,,
236,8.539985656738281,,
236,7.518999099731445,,
236,7.698853492736816,,
237,8.363916397094727,,
237,7.557027339935303,,
237,6.266592025756836,,
237,8.898816108703613,,
238,7.815946102142334,,
238,7.753743648529053,,
238,6.895231246948242,,
238,6.916014671325684,,
239,10.6535062789917,,
239,8.65217399597168,,
239,8.27554702758789,,
239,7.333863258361816,,
240,7.568871974945068,,
240,7.617678165435791,,
240,6.7925639152526855,,
240,7.989373683929443,,
241,7.8269524574279785,,
241,7.688378810882568,,
241,7.78909158706665,,
241,8.215547561645508,,
242,6.66832971572876,,
242,8.692091941833496,,
242,7.721673965454102,,
242,8.657255172729492,,
243,5.612322807312012,,
243,7.825467586517334,,
243,7.25620174407959,,
243,8.23483943939209,,
244,6.575809478759766,,
244,7.367379665374756,,
244,7.0557966232299805,,
244,7.868573188781738,,
245,8.366608619689941,,
245,6.336724281311035,,
245,9.885461807250977,,
245,7.1904191970825195,,
246,7.466890335083008,,
246,8.125465393066406,,
246,6.766067028045654,,
246,7.185439586639404,,
247,8.497191429138184,,
247,7.273863792419434,,
247,5.9796648025512695,,
247,7.819632053375244,,
248,6.808880805969238,,
248,7.174116611480713,,
248,6.331638336181641,,
248,8.238899230957031,,
249,7.887997627258301,,
249,7.849328994750977,,
249,7.818243503570557,,
249,8.514073371887207,,
250,7.390213489532471,,
250,7.202635765075684,,
250,7.6693620681762695,,
250,7.766074180603027,,
251,7.118708610534668,,
251,8.111631393432617,,
251,7.929721355438232,,
251,7.520327091217041,,
252,5.911909580230713,,
252,7.965667724609375,,
252,6.8602294921875,,
252,7.140855312347412,,
253,6.736836910247803,,
253,8.634478569030762,,
253,6.720546245574951,,
253,7.4599995613098145,,
254,7.626160621643066,,
254,6.457747459411621,,
254,7.995987892150879,,
254,6.852279186248779,,
255,7.993597507476807,,
255,6.763696193695068,,
255,8.948468208312988,,
255,7.614474296569824,,
256,7.729151725769043,,
256,7.665134906768799,,
256,7.2326765060424805,,
256,7.568140029907227,,
257,7.905447483062744,,
257,7.3340959548950195,,
257,8.235167503356934,,
257,7.880980491638184,,
258,7.383463382720947,,
258,6.909516334533691,,
258,8.80152702331543,,
258,6.76154088973999,,
259,8.46825885772705,,
259,7.2509236335754395,,
259,7.975375652313232,,
259,7.0801520347595215,,
260,6.615515232086182,,
260,7.518730640411377,,
260,7.971251487731934,,
260,6.832094669342041,,
261,5.7279887199401855,,
261,5.029270172119141,,
261,8.632407188415527,,
261,7.317996501922607,,
262,6.182288646697998,,
262,7.528852462768555,,
262,7.426119327545166,,
262,7.325692653656006,,
263,8.426068305969238,,
263,7.441211700439453,,
263,7.978464603424072,,
263,7.68918514251709,,
264,6.176867485046387,,
264,6.9142842292785645,,
264,7.759262561798096,,
264,8.288745880126953,,
265,7.3097920417785645,,
265,7.613030910491943,,
265,6.349887847900391,,
265,6.222166061401367,,
266,7.1961669921875,,
266,7.937518119812012,,
266,6.557432651519775,,
266,6.984655380249023,,
267,7.192875385284424,,
267,6.045883655548096,,
267,8.176667213439941,,
267,7.145854949951172,,
268,7.087765216827393,,
268,7.554738998413086,,
268,6.8744425773620605,,
268,9.527580261230469,,
269,7.619592666625977,,
269,7.025498390197754,,
269,7.920738697052002,,
269,6.839136123657227,,
270,7.945147514343262,,
270,7.216382026672363,,
270,7.003516674041748,,
270,7.778214454650879,,
271,7.290510654449463,,
271,6.488333702087402,,
271,7.0729546546936035,,
271,7.001621246337891,,
272,7.6761016845703125,,
272,6.3528523445129395,,
272,6.995560646057129,,
272,8.296714782714844,,
273,7.563313961029053,,
273,7.7169084548950195,,
273,6.78212308883667,,
273,7.3925652503967285,,
274,7.4539642333984375,,
274,7.416781425476074,,
274,7.308856010437012,,
274,7.087749481201172,,
275,8.046377182006836,,
275,6.933242321014404,,
275,8.366470336914062,,
275,7.262534141540527,,
276,7.524128437042236,,
276,6.446942329406738,,
276,8.551279067993164,,
276,6.919119358062744,,
277,5.824286460876465,,
277,5.732156276702881,,
277,6.234787464141846,,
277,7.149774074554443,,
278,6.530325889587402,,
278,7.069580554962158,,
278,8.143165588378906,,
278,7.859617710113525,,
279,8.453460693359375,,
279,7.533423900604248,,
279,7.617575168609619,,
279,6.195986747741699,,
280,6.349108695983887,,
280,7.375365257263184,,
280,6.989033222198486,,
280,9.256393432617188,,
281,7.806405544281006,,
281,8.40633773803711,,
281,6.256059646606445,,
281,9.096030235290527,,
282,9.539987564086914,,
282,8.204700469970703,,
282,7.0995683670043945,,
282,7.081589221954346,,
283,6.647815704345703,,
283,7.831995487213135,,
283,6.920156955718994,,
283,7.301441192626953,,
284,6.885538101196289,,
284,7.320912837982178,,
284,6.932061195373535,,
284,6.9759979248046875,,
285,6.433354377746582,,
285,6.574833393096924,,
285,6.914130210876465,,
285,6.372291088104248,,
286,7.882252216339111,,
286,6.485369682312012,,
286,6.882063388824463,,
286,7.232189178466797,,
287,7.790997505187988,,
287,7.722189426422119,,
287,6.369530200958252,,
287,8.062372207641602,,
288,7.375074863433838,,
288,6.359826564788818,,
288,7.105661869049072,,
288,7.149209976196289,,
289,6.399238109588623,,
289,6.9549078941345215,,
289,7.830009937286377,,
289,6.134274005889893,,
