Wall time,Step,Value
1727502200.1058607,468,6.9781999588012695
1727502209.000898,472,7.0320000648498535
1727502217.9232016,476,7.030200004577637
1727502226.8396919,480,6.879700183868408
1727502235.7497408,484,7.018199920654297
1727502244.642537,488,7.06879997253418
1727502253.5162108,492,7.14870023727417
1727502262.4107525,496,6.9166998863220215
1727502280.2826478,504,6.6717000007629395
1727502289.1372616,508,6.907700061798096
1727502298.0013084,512,6.73769998550415
1727502306.9353478,516,6.953800201416016
1727502315.8271065,520,6.886300086975098
1727502324.7155538,524,6.945000171661377
1727502334.8778834,528,6.789999961853027
1727502344.1925175,532,6.865200042724609
1727502363.0751338,540,6.711699962615967
1727502381.7270718,548,6.981200218200684
1727502391.0432773,552,7.00570011138916
1727502400.2885315,556,7.013400077819824
1727502409.538009,560,7.143899917602539
1727502418.9155052,564,6.765600204467773
1727502428.1618488,568,7.0868000984191895
1727502437.449953,572,6.826499938964844
1727502446.7662363,576,6.922299861907959
1727502455.9916477,580,6.72730016708374
1727502465.3922362,584,7.167399883270264
1727502474.831056,588,6.9253997802734375
1727502484.26834,592,7.386600017547607
1727502493.4740577,596,6.774400234222412
1727502511.835128,604,6.982900142669678
1727502530.1887207,612,6.839000225067139
1727502539.3319945,616,6.821199893951416
1727502548.4609082,620,6.833000183105469
1727502566.7858903,628,6.58459997177124
1727502575.881098,632,6.797999858856201
1727502585.0149994,636,7.2743000984191895
1727502594.1874425,640,6.43120002746582
1727502603.276911,644,6.98859977722168
1727502612.334935,648,7.093999862670898
1727502621.4373803,652,7.168099880218506
1727502630.476588,656,7.0279998779296875
1727502639.5296302,660,6.679500102996826
1727502648.610258,664,6.850900173187256
1727502657.8112566,668,6.896399974822998
1727502675.9356039,676,6.80649995803833
1727502685.0293975,680,7.010499954223633
1727502694.0780241,684,7.149499893188477
1727502703.1415296,688,6.623000144958496
1727502712.3067381,692,7.017899990081787
1727502721.421068,696,7.039100170135498
1727502730.4582207,700,6.6691999435424805
1727502739.5069752,704,6.684199810028076
1727502748.6168342,708,6.984899997711182
1727502757.673463,712,6.886300086975098
1727502766.7156646,716,6.889599800109863
1727502784.8620307,724,6.6519999504089355
1727502793.9275916,728,6.837699890136719
1727502803.0393353,732,6.936999797821045
1727502812.091263,736,6.997200012207031
1727502821.1574616,740,7.071199893951416
1727502830.2217984,744,6.978600025177002
1727502839.4656336,748,6.7657999992370605
1727502866.6452534,760,7.121200084686279
1727502875.728591,764,6.888199806213379
1727502884.807375,768,7.284900188446045
1727502893.9120169,772,6.572800159454346
1727502902.9787755,776,6.813499927520752
1727502912.4001372,780,6.900400161743164
1727502921.294053,784,6.76230001449585
1727502938.9086063,792,6.3317999839782715
1727502947.6606789,796,6.790599822998047
1727502956.4368374,800,6.749000072479248
1727502965.272321,804,6.69920015335083
1727502982.896613,812,6.7505998611450195
1727502991.7148595,816,6.579800128936768
1727503000.5934308,820,6.7967000007629395
1727503009.401752,824,6.694300174713135
1727503018.2260406,828,6.9918999671936035
1727503027.040613,832,7.033599853515625
1727503035.880235,836,6.912300109863281
1727503044.671931,840,6.473999977111816
1727503053.4307554,844,6.973599910736084
1727503062.2981858,848,6.826499938964844
1727503071.121319,852,6.94920015335083
1727503079.9221992,856,6.709799766540527
1727503088.747258,860,6.4430999755859375
1727503097.590806,864,6.605500221252441
1727503106.3999104,868,6.605800151824951
1727503123.9725556,876,6.732100009918213
1727503132.8667257,880,6.833700180053711
1727503141.63248,884,6.7434000968933105
1727503150.4538405,888,6.730299949645996
1727503159.2619567,892,6.944699764251709
1727503168.0367355,896,6.823599815368652
1727503176.9208744,900,7.051000118255615
1727503185.749063,904,6.5096001625061035
1727503194.5656855,908,6.6579999923706055
1727503220.9462228,920,6.711900234222412
1727503229.724781,924,6.680799961090088
1727503238.534379,928,6.989699840545654
1727503247.3646955,932,7.074999809265137
1727503256.1353953,936,6.67080020904541
1727503264.9422941,940,6.746200084686279
1727503273.7369413,944,6.970399856567383
1727503282.560873,948,6.34060001373291
1727503291.3579283,952,7.107900142669678
1727503300.1226466,956,6.639200210571289
1727503308.9334762,960,6.666399955749512
1727503326.4255328,968,6.6184000968933105
1727503335.264073,972,6.868500232696533
1727503344.0780683,976,6.3343000411987305
1727503352.861015,980,6.504499912261963
1727503361.6396673,984,6.470699787139893
1727503370.4286866,988,6.97189998626709
1727503379.2153463,992,6.997900009155273
1727503387.9714012,996,7.139500141143799
1727503396.734429,1000,6.720699787139893
1727503405.5232165,1004,6.503699779510498
1727503414.31607,1008,6.899199962615967
1727503423.0676477,1012,6.598999977111816
1727503431.8548582,1016,6.53000020980835
1727503440.6134443,1020,7.059899806976318
1727503449.39638,1024,6.992700099945068
1727503466.9424787,1032,6.734399795532227
1727503475.7071211,1036,6.738399982452393
1727503484.6051779,1040,6.433199882507324
1727503493.3688812,1044,6.812900066375732
1727503510.898217,1052,6.653299808502197
1727503519.6298025,1056,7.023099899291992
1727503537.1934502,1064,6.9116997718811035
1727503554.6803522,1072,6.664100170135498
1727503563.5263553,1076,6.524099826812744
1727503581.0535376,1084,6.842100143432617
1727503589.7963552,1088,6.508200168609619
1727503607.393771,1096,6.50570011138916
1727503616.137718,1100,6.984099864959717
1727503624.9146943,1104,6.792300224304199
1727503633.691751,1108,6.742499828338623
1727503651.2095213,1116,6.726099967956543
1727503660.0074153,1120,6.922299861907959
1727503668.7467446,1124,6.360199928283691
1727503677.5320306,1128,7.020199775695801
1727503686.2810752,1132,6.863699913024902
1727503695.1135306,1136,6.581299781799316
1727503703.8623376,1140,6.339300155639648
1727503712.6278486,1144,6.952400207519531
1727503721.3739028,1148,6.7993998527526855
1727503730.1307406,1152,6.784999847412109
1727503738.8959186,1156,6.594399929046631
1727503749.1590889,1160,6.916200160980225
1727503758.1712592,1164,6.735099792480469
1727503767.401964,1168,6.5152997970581055
1727503776.6283355,1172,6.8429999351501465
1727503795.0895462,1180,6.94789981842041
1727503804.3964927,1184,6.908100128173828
1727503813.4288323,1188,7.099899768829346
1727503822.5448449,1192,6.77209997177124
1727503832.0126007,1196,6.8394999504089355
1727503841.4335089,1200,6.765200138092041
1727503850.6193883,1204,6.689000129699707
1727503860.0706117,1208,6.55620002746582
1727503869.3785198,1212,6.346399784088135
1727503878.4409745,1216,7.116099834442139
1727503887.65977,1220,6.776400089263916
1727503896.6748102,1224,6.889500141143799
1727503905.7110345,1228,6.747499942779541
1727503914.7412405,1232,6.914599895477295
1727503923.7820354,1236,6.483500003814697
1727503932.8233879,1240,7.073500156402588
1727503950.9026551,1248,6.511499881744385
1727503959.9111736,1252,6.538700103759766
1727503968.92022,1256,6.982600212097168
1727503977.9575136,1260,7.02839994430542
1727503987.0106134,1264,6.396200180053711
1727503996.0275512,1268,6.496699810028076
1727504014.2133305,1276,6.5858001708984375
1727504023.195699,1280,6.480599880218506
1727504032.1918454,1284,6.5355000495910645
1727504041.256548,1288,6.92710018157959
1727504050.241981,1292,6.627299785614014
1727504068.2681084,1300,6.627900123596191
1727504077.3653903,1304,6.812099933624268
1727504086.3568356,1308,7.109799861907959
1727504095.365589,1312,7.002500057220459
1727504104.410539,1316,6.380300045013428
1727504113.4277542,1320,6.946599960327148
1727504122.408268,1324,6.974299907684326
1727504131.5783741,1328,6.424699783325195
1727504140.5757422,1332,6.840000152587891
1727504149.6037078,1336,6.586999893188477
1727504158.6124275,1340,6.479800224304199
1727504167.6524327,1344,6.717100143432617
1727504176.6454325,1348,6.672999858856201
1727504185.6429467,1352,7.150100231170654
1727504194.7198818,1356,6.874100208282471
1727504212.703659,1364,6.657400131225586
1727504221.7413237,1368,6.783899784088135
1727504230.7476425,1372,6.5081000328063965
1727504239.7705116,1376,6.837299823760986
1727504248.8016768,1380,7.093299865722656
1727504257.842083,1384,6.082900047302246
1727504266.8628683,1388,6.933000087738037
1727504275.8963766,1392,6.867499828338623
1727504285.0116735,1396,6.496099948883057
1727504294.0556922,1400,6.693999767303467
1727504303.041947,1404,6.686200141906738
1727504321.2521882,1412,6.390699863433838
1727504330.2478964,1416,6.705699920654297
1727504339.2455719,1420,6.6203999519348145
1727504348.313192,1424,6.705599784851074
1727504366.312179,1432,6.804699897766113
1727504375.3854487,1436,6.771900177001953
1727504393.4025397,1444,6.575500011444092
1727504402.5184839,1448,6.583600044250488
1727504411.527974,1452,6.706900119781494
1727504420.5975149,1456,6.736599922180176
1727504429.6256225,1460,6.553199768066406
1727504438.6253903,1464,6.656599998474121
1727504447.652686,1468,7.035900115966797
1727504456.670871,1472,6.463200092315674
1727504465.7090397,1476,6.503600120544434
1727504474.724581,1480,6.527299880981445
1727504501.8913465,1492,6.290500164031982
1727504510.8651698,1496,6.519999980926514
1727504519.8534358,1500,6.398399829864502
1727504528.9102123,1504,6.913400173187256
1727504537.9107301,1508,6.902200222015381
1727504546.9141142,1512,6.85860013961792
1727504555.9656532,1516,6.492599964141846
1727504564.9574602,1520,6.586400032043457
1727504582.973633,1528,6.363500118255615
1727504591.983003,1532,6.524700164794922
1727504609.9618635,1540,6.637400150299072
1727504619.0078092,1544,6.968900203704834
1727504628.0272338,1548,6.367599964141846
1727504655.0780246,1560,6.371600151062012
1727504664.0848708,1564,6.4552998542785645
1727504673.1512585,1568,6.682199954986572
1727504682.1296878,1572,6.6016998291015625
1727504691.1401126,1576,6.79449987411499
1727504700.1259732,1580,6.389599800109863
1727504709.1583047,1584,6.254799842834473
1727504718.1572788,1588,6.442399978637695
1727504727.149554,1592,6.669899940490723
1727504736.200192,1596,6.64139986038208
1727504745.3279176,1600,6.58620023727417
1727504754.3760092,1604,6.280399799346924
1727504763.4167705,1608,6.249199867248535
1727504772.3914664,1612,6.400100231170654
1727504781.3983955,1616,6.918399810791016
1727504790.3955562,1620,6.843500137329102
1727504799.4527252,1624,6.831999778747559
1727504808.4526365,1628,6.233500003814697
1727504817.4563062,1632,6.780099868774414
1727504826.500361,1636,6.430200099945068
1727504835.4945252,1640,6.4741997718811035
1727504844.6123836,1644,6.927700042724609
1727504853.6862147,1648,6.434100151062012
1727504862.7019198,1652,6.231900215148926
1727504871.7415407,1656,6.182600021362305
1727504880.7473109,1660,6.724100112915039
1727504889.7847683,1664,6.9475998878479
1727504916.8318372,1676,6.969399929046631
1727504925.8359044,1680,6.521699905395508
1727504934.8168218,1684,6.832900047302246
1727504943.863725,1688,6.673999786376953
1727504952.871788,1692,6.6493000984191895
1727504961.8554845,1696,6.345600128173828
1727504970.8651166,1700,6.772299766540527
1727504979.9014819,1704,6.3541998863220215
1727504988.8967204,1708,6.6092000007629395
1727504997.9096272,1712,6.6153998374938965
1727505015.9956782,1720,6.258200168609619
1727505024.983921,1724,6.139599800109863
1727505033.9954169,1728,6.262899875640869
1727505042.993868,1732,6.488999843597412
1727505061.065319,1740,6.80210018157959
1727505070.1198123,1744,6.433800220489502
1727505079.104481,1748,6.7444000244140625
1727505088.1113644,1752,6.5619001388549805
1727505097.147389,1756,7.025199890136719
1727505106.1297684,1760,6.386199951171875
1727505115.1493685,1764,6.486400127410889
1727505124.216944,1768,6.7718000411987305
1727505142.3440251,1776,6.0569000244140625
1727505151.3160515,1780,6.580100059509277
1727505160.3430185,1784,6.517399787902832
1727505169.6017845,1788,6.244800090789795
1727505178.854699,1792,6.560800075531006
1727505197.9024234,1800,6.459000110626221
1727505206.8903885,1804,6.7982001304626465
1727505215.9129155,1808,6.482900142669678
1727505224.9011965,1812,6.719600200653076
1727505233.90969,1816,6.601500034332275
1727505242.90506,1820,6.0665998458862305
1727505251.9579113,1824,6.627299785614014
1727505261.0084262,1828,6.553100109100342
1727505279.0356057,1836,6.5106000900268555
1727505288.0364523,1840,6.532299995422363
1727505297.0333772,1844,6.1255998611450195
1727505306.1039674,1848,6.430699825286865
1727505315.1143262,1852,6.231100082397461
1727505324.1237538,1856,6.6392998695373535
1727505333.1120129,1860,6.456399917602539
1727505342.148741,1864,6.256499767303467
1727505351.1722746,1868,7.01800012588501
1727505360.1446617,1872,6.356200218200684
1727505369.2073655,1876,6.610499858856201
1727505378.4515903,1880,6.729499816894531
1727505387.6656604,1884,6.701700210571289
1727505397.0066586,1888,6.584700107574463
1727505415.3291426,1896,6.667699813842773
1727505424.3193836,1900,6.222099781036377
1727505433.3680406,1904,5.917500019073486
1727505451.3457918,1912,6.475900173187256
1727505460.3852956,1916,5.786099910736084
1727505469.3694894,1920,6.363100051879883
1727505478.3512962,1924,6.245100021362305
1727505487.4463267,1928,6.483500003814697
1727505496.4310656,1932,6.458799839019775
1727505505.54296,1936,6.244100093841553
1727505514.5625272,1940,6.645299911499023
1727505523.6182854,1944,6.712699890136719
1727505532.5816977,1948,6.239500045776367
1727505541.5958447,1952,6.69890022277832
1727505550.6282823,1956,6.606599807739258
1727505559.616369,1960,6.1417999267578125
1727505568.5769613,1964,6.289899826049805
1727505577.6092927,1968,6.357999801635742
1727505595.5682898,1976,6.422699928283691
1727505604.5539856,1980,6.4141998291015625
1727505613.629249,1984,6.642300128936768
1727505631.632251,1992,6.6097002029418945
1727505640.678289,1996,5.861999988555908
1727505649.6688263,2000,6.962900161743164
1727505667.6823997,2008,6.3755998611450195
1727505676.6775744,2012,6.507599830627441
1727505685.677718,2016,6.379899978637695
1727505712.756306,2028,6.6930999755859375
1727505721.7488253,2032,6.441100120544434
1727505730.7810175,2036,6.019000053405762
1727505739.761255,2040,6.961299896240234
1727505748.7652342,2044,6.601200103759766
1727505757.7896323,2048,6.418399810791016
1727505766.77359,2052,6.226099967956543
1727505775.768731,2056,6.736999988555908
1727505784.7727442,2060,6.042699813842773
1727505802.8008013,2068,6.473599910736084
1727505811.7755885,2072,6.3597002029418945
1727505820.7985642,2076,6.458700180053711
1727505829.8255658,2080,6.49370002746582
1727505838.8125477,2084,6.447800159454346
1727505847.8174002,2088,6.530799865722656
1727505856.9443483,2092,6.730500221252441
1727505865.9543624,2096,6.5665998458862305
1727505892.9665563,2108,6.422699928283691
1727505901.956011,2112,6.629700183868408
1727505911.0084128,2116,6.732999801635742
1727505929.0028584,2124,6.719799995422363
1727505938.0112383,2128,6.036099910736084
1727505947.0287824,2132,6.497700214385986
1727505956.0338962,2136,6.687300205230713
1727505965.0143597,2140,6.914299964904785
1727505974.0618331,2144,6.3358001708984375
1727505983.0614007,2148,6.544899940490723
1727505992.042131,2152,6.615300178527832
1727506001.207321,2156,6.576000213623047
1727506010.4032805,2160,6.3105998039245605
1727506019.4172902,2164,6.458399772644043
1727506028.4955108,2168,6.396999835968018
1727506037.5077612,2172,6.409800052642822
1727506046.4966059,2176,6.416600227355957
1727506055.5056398,2180,6.546000003814697
1727506073.518291,2188,5.968299865722656
1727506082.4998717,2192,6.092199802398682
1727506091.5003977,2196,7.031899929046631
1727506100.5357618,2200,6.601500034332275
1727506109.5253034,2204,6.144100189208984
1727506127.503968,2212,6.448699951171875
1727506136.488799,2216,6.0971999168396
1727506145.467029,2220,6.454699993133545
1727506154.6211183,2224,6.389800071716309
1727506163.6135375,2228,6.402599811553955
1727506181.6383421,2236,6.285299777984619
1727506190.6698556,2240,6.93310022354126
1727506199.7274435,2244,6.621099948883057
1727506208.7065701,2248,6.669000148773193
1727506217.751639,2252,6.662899971008301
1727506226.7406085,2256,6.416800022125244
1727506235.710192,2260,6.678199768066406
1727506253.7055206,2268,6.875100135803223
1727506262.7133768,2272,6.217700004577637
1727506271.719383,2276,6.7058000564575195
1727506280.7600415,2280,6.400300025939941
1727506289.7359765,2284,6.61959981918335
1727506298.7159588,2288,6.27209997177124
1727506307.7847428,2292,6.787700176239014
1727506316.7687209,2296,6.612100124359131
1727506334.8069692,2304,6.4008002281188965
1727506344.0046844,2308,6.482500076293945
1727506353.1387336,2312,6.392399787902832
1727506371.60015,2320,5.88040018081665
1727506380.6784506,2324,6.952199935913086
1727506417.0880046,2340,6.714200019836426
1727506426.143789,2344,6.494699954986572
1727506435.3155048,2348,6.63640022277832
1727506453.425278,2356,5.935299873352051
1727506462.4074762,2360,6.457699775695801
1727506471.5143273,2364,6.23390007019043
1727506480.5727265,2368,6.613999843597412
1727506489.695863,2372,6.6031999588012695
1727506498.817408,2376,6.853600025177002
1727506508.0010166,2380,6.398399829864502
1727506517.2780325,2384,6.548500061035156
1727506526.396216,2388,6.393700122833252
1727506535.5036929,2392,6.781199932098389
1727506544.6832778,2396,6.505199909210205
1727506553.8920617,2400,6.579899787902832
1727506563.0003963,2404,5.947700023651123
1727506572.112038,2408,6.657299995422363
1727506581.2471519,2412,6.695199966430664
1727506590.4832819,2416,6.286399841308594
1727506599.5723348,2420,6.873899936676025
1727506608.8119931,2424,6.855999946594238
1727506617.961187,2428,6.76039981842041
1727506627.0926394,2432,6.262700080871582
1727506636.2519133,2436,6.404099941253662
1727506645.3922613,2440,6.943699836730957
1727506654.477362,2444,6.297699928283691
1727506672.8573124,2452,6.492400169372559
1727506681.9473743,2456,6.373899936676025
1727506691.1874745,2460,6.425899982452393
1727506700.2670717,2464,6.3703999519348145
1727506709.2419674,2468,6.272200107574463
1727506718.2592564,2472,6.113800048828125
1727506727.2504015,2476,6.471700191497803
1727506736.2455397,2480,6.399700164794922
1727506745.2260258,2484,6.39169979095459
1727506754.2491226,2488,6.099100112915039
1727506763.2411911,2492,6.532700061798096
1727506772.2317607,2496,6.430699825286865
1727506781.249304,2500,6.395999908447266
1727506790.3107855,2504,6.236700057983398
1727506799.3119278,2508,6.797900199890137
1727506808.3061328,2512,6.166800022125244
1727506817.3343577,2516,6.048399925231934
1727506826.4516542,2520,6.60830020904541
1727506854.0035663,2532,6.619999885559082
1727506863.0184007,2536,6.201700210571289
1727506872.1537795,2540,6.401199817657471
1727506881.2119644,2544,6.7621002197265625
1727506890.1842246,2548,6.129000186920166
1727506899.1542494,2552,6.408299922943115
1727506917.226522,2560,6.417300224304199
1727506926.1986191,2564,6.441800117492676
1727506935.1851296,2568,6.560299873352051
1727506944.2335455,2572,6.156499862670898
1727506953.2146816,2576,6.478600025177002
1727506962.342766,2580,5.5971999168396
1727506971.640884,2584,6.637199878692627
1727506980.802957,2588,6.400199890136719
1727506999.0943508,2596,6.71150016784668
1727507008.2203922,2600,6.73360013961792
1727507026.5383694,2608,6.523900032043457
1727507035.606701,2612,6.460700035095215
1727507044.7662508,2616,6.023900032043457
1727507054.0017633,2620,6.567299842834473
1727507063.2448423,2624,6.374100208282471
1727507081.615902,2632,6.24970006942749
1727507090.7890098,2636,6.6722002029418945
1727507099.9879189,2640,5.95359992980957
1727507109.2289274,2644,6.203999996185303
1727507118.4397438,2648,6.724599838256836
1727507127.4755268,2652,6.636899948120117
1727507137.0624475,2656,6.810200214385986
1727507146.450163,2660,6.381499767303467
1727507155.7332199,2664,6.445799827575684
1727507164.9752333,2668,6.182400226593018
1727507174.431666,2672,6.645899772644043
1727507192.665775,2680,6.416600227355957
1727507201.6885195,2684,6.387800216674805
1727507210.6873085,2688,6.640900135040283
1727507219.719318,2692,6.375400066375732
1727507228.711929,2696,6.587299823760986
1727507246.6911175,2704,6.395299911499023
1727507255.666117,2708,5.964099884033203
1727507264.7125351,2712,6.179900169372559
1727507273.7085526,2716,6.711400032043457
1727507282.6887212,2720,6.08489990234375
1727507291.727378,2724,6.315100193023682
1727507309.67865,2732,6.393599987030029
1727507318.681784,2736,6.006499767303467
1727507327.722563,2740,6.239200115203857
1727507336.8009744,2744,6.146599769592285
1727507345.902878,2748,6.43310022354126
1727507355.0408647,2752,6.56820011138916
1727507364.0293944,2756,6.748199939727783
1727507373.0059183,2760,6.434800148010254
1727507382.0243945,2764,5.815700054168701
1727507400.0298376,2772,5.908999919891357
1727507409.0056202,2776,6.504499912261963
1727507418.062155,2780,6.5015997886657715
1727507427.1508992,2784,5.940899848937988
1727507436.1531372,2788,6.705399990081787
1727507445.2286375,2792,6.8078999519348145
1727507454.2119586,2796,6.914299964904785
1727507463.1959682,2800,6.093800067901611
1727507472.2515194,2804,6.713099956512451
1727507490.253611,2812,6.491600036621094
1727507499.2437735,2816,6.17080020904541
1727507517.3168082,2824,6.160999774932861
1727507526.3086028,2828,6.154600143432617
1727507535.4977887,2832,6.598599910736084
1727507544.4727726,2836,6.19189977645874
1727507553.4699147,2840,6.327000141143799
1727507562.518995,2844,6.184100151062012
1727507571.5004478,2848,6.2631001472473145
1727507580.4894106,2852,5.706900119781494
1727507589.4736018,2856,6.7434000968933105
1727507598.511287,2860,6.037099838256836
1727507607.490894,2864,6.316400051116943
1727507616.4626286,2868,6.458099842071533
1727507625.5538638,2872,6.267099857330322
1727507634.5458775,2876,6.258800029754639
1727507643.522507,2880,5.997399806976318
1727507652.5318508,2884,6.097400188446045
1727507661.5046167,2888,6.485199928283691
1727507670.488509,2892,6.269700050354004
1727507679.466377,2896,5.053199768066406
1727507688.5560377,2900,6.306399822235107
1727507697.5544922,2904,6.690400123596191
1727507706.5321476,2908,6.257999897003174
1727507715.5533748,2912,6.166500091552734
1727507724.5528343,2916,6.540999889373779
1727507733.5599785,2920,6.431700229644775
1727507742.5326781,2924,6.578400135040283
1727507751.5833638,2928,6.1585001945495605
1727507760.5613244,2932,6.258699893951416
1727507769.5621135,2936,6.576099872589111
1727507778.6070285,2940,6.656599998474121
1727507787.5900743,2944,6.563899993896484
1727507796.562958,2948,6.375199794769287
1727507814.6534553,2956,6.6666998863220215
1727507823.6460242,2960,6.430799961090088
1727507832.617395,2964,6.83620023727417
1727507841.6789033,2968,5.834700107574463
1727507850.8059907,2972,6.2982001304626465
1727507859.6510677,2976,6.599699974060059
1727507868.3827488,2980,6.295100212097168
1727507877.13958,2984,6.407899856567383
1727507885.993297,2988,6.704899787902832
1727507929.670616,3008,6.460899829864502
1727507938.403335,3012,6.723400115966797
1727507947.1317499,3016,6.447700023651123
1727507964.6048846,3024,6.135300159454346
1727507973.3202105,3028,6.6915998458862305
1727507982.0462136,3032,6.432000160217285
1727507990.8134236,3036,6.167699813842773
1727507999.5336223,3040,6.26639986038208
1727508016.960281,3048,6.778600215911865
1727508025.7529573,3052,6.290599822998047
1727508034.4781582,3056,6.39709997177124
1727508043.1836264,3060,6.507800102233887
1727508051.8984578,3064,5.660299777984619
1727508060.6246119,3068,6.129499912261963
1727508069.3637278,3072,6.7754998207092285
1727508078.0973942,3076,6.204400062561035
1727508086.8034072,3080,6.093299865722656
1727508095.5282612,3084,5.955599784851074
1727508104.2883358,3088,6.330599784851074
1727508113.002722,3092,6.38129997253418
1727508121.7118146,3096,6.501999855041504
1727508139.1932647,3104,6.553199768066406
1727508147.8995495,3108,6.213799953460693
1727508156.6162112,3112,6.23390007019043
1727508165.375985,3116,6.234099864959717
1727508174.2077928,3120,6.776500225067139
1727508182.919884,3124,6.6656999588012695
1727508191.6334186,3128,6.259900093078613
1727508200.385816,3132,6.6504998207092285
1727508209.0970144,3136,6.609899997711182
1727508235.3278213,3148,6.633200168609619
1727508244.0350504,3152,5.8607001304626465
1727508252.751983,3156,6.389200210571289
1727508261.4644456,3160,6.170499801635742
1727508270.1959589,3164,6.333799839019775
1727508278.958687,3168,6.51800012588501
1727508296.4036767,3176,5.7941999435424805
1727508305.1850963,3180,6.634300231933594
1727508313.9066133,3184,6.803299903869629
1727508322.61846,3188,6.680600166320801
1727508331.327674,3192,6.342800140380859
1727508340.079774,3196,6.341400146484375
1727508348.7879438,3200,6.128900051116943
1727508357.514661,3204,6.4369001388549805
1727508375.031388,3212,6.410799980163574
1727508383.7477589,3216,6.601900100708008
1727508392.4621754,3220,6.5746002197265625
1727508401.2113113,3224,6.400100231170654
1727508409.940069,3228,6.1066999435424805
1727508418.6727092,3232,6.312699794769287
1727508427.3943348,3236,6.781799793243408
1727508436.1185665,3240,6.41540002822876
1727508444.8801367,3244,6.723999977111816
1727508453.6023567,3248,6.165200233459473
1727508471.019348,3256,6.461599826812744
1727508479.78421,3260,6.724400043487549
1727508488.5090663,3264,6.091400146484375
1727508505.9723535,3272,6.52209997177124
1727508514.6966934,3276,6.380799770355225
1727508523.5401027,3280,6.386899948120117
1727508532.254177,3284,6.238699913024902
